,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_hidden,params_leave_layers,params_lr,params_weight_decay,state
1150,1150,0.8066,2023-02-10 00:17:32.859465,2023-02-10 00:23:19.415788,0 days 00:05:46.556323,4,1040,57,0.00375,0.0,PRUNED
1151,1151,0.4726,2023-02-10 00:23:19.446828,2023-02-10 00:23:57.544690,0 days 00:00:38.097862,64,1240,50,0.115,4e-08,PRUNED
1152,1152,0.8599,2023-02-10 00:23:57.570199,2023-02-10 00:24:34.990327,0 days 00:00:37.420128,64,1000,48,0.00375,0.0,PRUNED
1153,1153,0.8602,2023-02-10 00:24:35.017949,2023-02-10 00:25:12.504240,0 days 00:00:37.486291,64,2140,43,0.00375,0.0,PRUNED
1154,1154,0.8651,2023-02-10 00:25:12.533315,2023-02-10 00:25:50.455773,0 days 00:00:37.922458,64,1960,46,0.00375,4e-06,PRUNED
1155,1155,0.8604,2023-02-10 00:25:50.479019,2023-02-10 00:26:29.483699,0 days 00:00:39.004680,64,1380,51,0.00375,4e-08,PRUNED
1156,1156,0.8483,2023-02-10 00:26:29.509697,2023-02-10 00:27:05.207304,0 days 00:00:35.697607,128,2200,54,0.00375,4e-07,PRUNED
1157,1157,0.8871,2023-02-10 00:27:05.237880,2023-02-10 00:28:18.965007,0 days 00:01:13.727127,64,2280,44,0.00375,0.0,PRUNED
1158,1158,0.6009,2023-02-10 00:28:18.988215,2023-02-10 00:28:57.427117,0 days 00:00:38.438902,64,1840,48,0.15,0.0,PRUNED
1159,1159,0.8598,2023-02-10 00:28:57.451043,2023-02-10 00:29:35.955765,0 days 00:00:38.504722,64,2360,49,0.00375,0.0,PRUNED
1160,1160,0.8865,2023-02-10 00:29:35.980974,2023-02-10 00:33:23.036568,0 days 00:03:47.055594,64,1120,46,0.00375,4e-08,PRUNED
1161,1161,0.8304,2023-02-10 00:33:23.065979,2023-02-10 00:34:04.427700,0 days 00:00:41.361721,64,1080,52,0.00375,0.0,PRUNED
1162,1162,0.5267,2023-02-10 00:34:04.459693,2023-02-10 00:34:41.002516,0 days 00:00:36.542823,512,1180,42,0.00375,0.0,PRUNED
1163,1163,,2023-02-10 00:34:41.034928,2023-02-10 00:34:52.837354,0 days 00:00:11.802426,64,1280,50,0.00375,4e-08,FAIL
